

商品名称 ：铜                  2020-03-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,569826,88798,期货公司  ,400920,-5316,期货公司  ,399175,-5188,
非期货公司,1452,512,非期货公司,3929,-74,非期货公司,5674,-202,
合约代码 ：cu2003                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
6,鲁证期货  ,2434,1117,6,五矿经易  ,2382,156,6,银河期货  ,2419,4,
7,新湖期货  ,2341,53,7,华泰期货  ,2377,125,7,新湖期货  ,2366,-23,
8,南华期货  ,1955,-2414,8,新湖期货  ,2345,2,8,华泰期货  ,2239,-38,
9,五矿经易  ,1868,1302,9,东证期货  ,2045,-18,9,东证期货  ,1965,-7,
10,华安期货  ,1686,1663,10,中信建投  ,1568,2,10,中信建投  ,1515,2,
11,华泰期货  ,1615,-1058,11,长江期货  ,1188,-1342,11,长江期货  ,1150,-1362,
12,招金期货  ,1484,328,12,兴证期货  ,129,84,12,中信期货  ,269,36,
13,兴证期货  ,1270,583,13,永安期货  ,126,7,13,大地期货  ,99,-8,
14,海通期货  ,1232,787,14,中天期货  ,109,29,14,国富期货  ,78,0,
15,东证期货  ,937,-1320,15,大地期货  ,101,4,15,招金期货  ,66,-104,
16,方正中期  ,851,559,16,华闻期货  ,92,-52,16,中银国际  ,54,30,
17,光大期货  ,733,497,17,国泰君安  ,91,-2,17,华西期货  ,48,48,
18,中信建投  ,596,-1590,18,东方财富  ,60,15,18,广发期货  ,36,-16,
19,国信期货  ,586,-82,19,中信期货  ,52,-19,19,一德期货  ,30,0,
20,银河期货  ,368,-2476,20,金瑞期货  ,46,24,20,天富期货  ,20,-60,
合计,,37688,-7065,合计,,29355,-2708,合计,,29625,-2748,
合约代码 ：ag2012                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,5946,1434,1,国贸期货  ,8485,57,1,建信期货  ,2530,2455,
2,海通期货  ,5830,2587,2,东证期货  ,7574,1232,2,国泰君安  ,2391,1,
3,中信建投  ,4278,3996,3,中信期货  ,6453,97,3,上海中期  ,1783,5,
4,上海中期  ,3986,3890,4,上海中期  ,3304,-363,4,东亚期货  ,1466,0,
5,新湖期货  ,3985,2332,5,中粮期货  ,2467,-3,5,新湖期货  ,1420,1369,
6,银河期货  ,3353,2183,6,银河期货  ,1942,400,6,南华期货  ,885,861,
7,申万期货  ,3239,2691,7,一德期货  ,1757,3,7,大地期货  ,524,152,
8,建信期货  ,3230,3171,8,国泰君安  ,1612,187,8,鲁证期货  ,382,-3,
9,华闻期货  ,3015,1803,9,申万期货  ,1589,881,9,中融汇信  ,205,115,
10,东证期货  ,2858,2580,10,方正中期  ,1473,-231,10,五矿经易  ,166,6,
11,华泰期货  ,1529,480,11,渤海期货  ,1270,613,11,山西三立  ,140,38,
12,五矿经易  ,1327,862,12,五矿经易  ,1165,-27,12,华闻期货  ,136,112,
13,中融汇信  ,1289,995,13,海通期货  ,1011,307,13,创元期货  ,96,91,
14,方正中期  ,1276,369,14,华泰期货  ,954,-96,14,徽商期货  ,72,-1,
15,南华期货  ,1265,26,15,永安期货  ,923,315,15,招商期货  ,68,28,
16,永安期货  ,1130,892,16,大地期货  ,764,501,16,兴业期货  ,67,0,
17,国贸期货  ,1103,1047,17,中信建投  ,671,-67,17,金瑞期货  ,65,59,
18,国泰君安  ,1000,-217,18,宏源期货  ,612,64,18,国富期货  ,64,0,
19,徽商期货  ,844,491,19,光大期货  ,594,86,19,方正中期  ,62,19,
20,国信期货  ,843,28,20,长江期货  ,561,186,20,金石期货  ,60,60,
合计,,51326,31640,合计,,45181,4142,合计,,12582,5367,
商品名称 ：螺纹钢              2020-03-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,6028024,1235989,期货公司  ,2317305,-79297,期货公司  ,2316232,-69399,
非期货公司,19522,19479,非期货公司,17529,5497,非期货公司,18602,-4401,
合约代码 ：rb2003                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,永安期货  ,180,-600,1,海通期货  ,1110,-90,1,国联期货  ,900,0,
2,宏源期货  ,180,150,2,永安期货  ,840,90,2,大地期货  ,630,0,
3,海通期货  ,90,90,3,安粮期货  ,750,0,3,银河期货  ,600,0,
4,首创期货  ,60,60,4,银河期货  ,600,0,4,永安期货  ,480,90,
5,上海中期  ,30,30,5,迈科期货  ,300,0,5,东海期货  ,360,0,
6,新湖期货  ,30,0,6,新世纪    ,120,0,6,弘业期货  ,300,0,
7,新纪元    ,30,30,7,浙商期货  ,30,0,7,一德期货  ,240,0,
8,,,,8,新纪元    ,30,30,8,红塔期货  ,120,0,
9,,,,9,,,,9,宏源期货  ,90,-180,
10,,,,10,,,,10,上海中期  ,30,0,
11,,,,11,,,,11,宝城期货  ,30,0,
合计,,600,-240,合计,,3780,30,合计,,3780,-90,
合约代码 ：rb2005                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,453446,52202,1,永安期货  ,148576,-12025,1,永安期货  ,89468,-3733,
2,中信期货  ,263374,64884,2,中信期货  ,67662,-7453,2,东证期货  ,57312,-7179,
3,东证期货  ,247547,63512,3,东证期货  ,63176,-466,3,一德期货  ,49395,-10323,
4,国泰君安  ,165821,60674,4,一德期货  ,54707,-8643,4,国泰君安  ,45442,-4584,
5,永安期货  ,148858,39260,5,浙商期货  ,44023,-2555,5,华泰期货  ,44662,-398,
6,银河期货  ,148256,6463,6,银河期货  ,43934,-6307,6,银河期货  ,42702,451,
7,光大期货  ,135985,15820,7,国泰君安  ,40454,-2807,7,中辉期货  ,42579,1696,
8,徽商期货  ,127702,31099,8,混沌天成  ,34798,5241,8,中信期货  ,38735,-927,
9,华闻期货  ,111764,21522,9,国投安信  ,33984,-212,9,东海期货  ,37913,699,
10,方正中期  ,99742,29158,10,方正中期  ,33350,633,10,鲁证期货  ,37170,6264,
11,华泰期货  ,94171,-7802,11,五矿经易  ,33266,-607,11,方正中期  ,30183,-4263,
12,国富期货  ,91205,10163,12,华泰期货  ,33095,3695,12,国投安信  ,29410,-4512,
13,混沌天成  ,84811,7028,13,中辉期货  ,32672,-3518,13,申万期货  ,23530,3345,
14,国投安信  ,79356,23363,14,广发期货  ,30666,4081,14,宝城期货  ,22669,1460,
15,一德期货  ,78622,19962,15,南华期货  ,27204,902,15,信达期货  ,22165,-571,
16,中辉期货  ,78134,13973,16,海通期货  ,24496,-6991,16,南华期货  ,21712,1073,
17,五矿经易  ,69791,13187,17,海证期货  ,24004,-6402,17,中信建投  ,21618,-3166,
18,金瑞期货  ,65957,6392,18,光大期货  ,23919,-1809,18,国贸期货  ,20584,3363,
19,山西三立  ,65732,19080,19,中大期货  ,22371,-1173,19,瑞达期货  ,20581,1748,
20,中信建投  ,64486,5419,20,大地期货  ,21938,-529,20,新湖期货  ,18108,242,
合计,,2674760,495359,合计,,838295,-46945,合计,,715938,-19315,
合约代码 ：rb2010                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,196727,51846,1,永安期货  ,70589,-9436,1,永安期货  ,65570,-4671,
2,一德期货  ,75597,48370,2,中信期货  ,51871,-537,2,东海期货  ,60419,-2683,
3,中信期货  ,72239,25086,3,华泰期货  ,40920,1063,3,银河期货  ,42927,3147,
4,永安期货  ,47665,26180,4,银河期货  ,37501,-1531,4,中信期货  ,38807,2856,
5,东证期货  ,41632,10124,5,浙商期货  ,37150,-2329,5,一德期货  ,36449,3287,
6,方正中期  ,38390,20149,6,海通期货  ,34583,-4376,6,东证期货  ,32981,2271,
7,华闻期货  ,28636,9252,7,申万期货  ,33754,-157,7,国泰君安  ,30376,-1739,
8,国富期货  ,28369,5239,8,一德期货  ,25328,-8214,8,瑞达期货  ,27812,-7939,
9,银河期货  ,27102,3951,9,国投安信  ,21242,1529,9,中辉期货  ,26691,-5632,
10,国泰君安  ,22822,13518,10,大越期货  ,21187,4035,10,天风期货  ,22990,4458,
11,五矿经易  ,21103,4173,11,广发期货  ,17992,-240,11,海证期货  ,22579,1387,
12,华泰期货  ,18075,-4277,12,海证期货  ,17808,518,12,国贸期货  ,20996,-3511,
13,兴证期货  ,17942,13474,13,天风期货  ,16683,322,13,五矿经易  ,18277,2502,
14,国投安信  ,16652,9374,14,大地期货  ,16027,-1117,14,方正中期  ,16705,5180,
15,国信期货  ,15591,1115,15,南华期货  ,15862,768,15,光大期货  ,15668,-1638,
16,光大期货  ,15533,2850,16,东海期货  ,14741,-316,16,宝城期货  ,14816,-478,
17,鲁证期货  ,15172,4879,17,中辉期货  ,13159,1657,17,华泰期货  ,14559,-10,
18,宏源期货  ,14941,5848,18,五矿经易  ,12514,11,18,招商期货  ,14536,7503,
19,申万期货  ,14865,6590,19,宝城期货  ,12476,146,19,弘业期货  ,14073,-6043,
20,中辉期货  ,13345,-1369,20,山金期货  ,11709,2569,20,海通期货  ,13223,-1165,
合计,,742398,256372,合计,,523096,-15635,合计,,550454,-2918,
合约代码 ：rb2101                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,14640,1792,1,大地期货  ,9893,21,1,海通期货  ,19773,466,
2,中信期货  ,12082,918,2,国信期货  ,8208,-55,2,银河期货  ,17854,-1322,
3,东证期货  ,6665,3724,3,永安期货  ,7606,-79,3,永安期货  ,15847,-1282,
4,华闻期货  ,6583,-595,4,国贸期货  ,7300,912,4,中信期货  ,11065,254,
5,银河期货  ,5745,4073,5,南华期货  ,6543,-107,5,国贸期货  ,6741,191,
6,浙商期货  ,5381,4396,6,银河期货  ,4863,-1293,6,鲁证期货  ,5975,-976,
7,国富期货  ,4695,-277,7,宝城期货  ,4805,33,7,海证期货  ,5160,-248,
8,华泰期货  ,4427,637,8,申万期货  ,4531,-43,8,一德期货  ,4883,-967,
9,南华期货  ,4391,1677,9,中信期货  ,4272,92,9,东证期货  ,4843,33,
10,国泰君安  ,3710,1134,10,方正中期  ,4110,-230,10,国投安信  ,4450,-666,
11,永安期货  ,3617,-3495,11,渤海期货  ,4091,-14,11,中辉期货  ,3674,58,
12,国投安信  ,3363,1892,12,五矿经易  ,3971,22,12,国泰君安  ,2896,117,
13,光大期货  ,3053,2281,13,华泰期货  ,3827,-431,13,国海良时  ,2790,-133,
14,广发期货  ,2652,1633,14,浙商期货  ,3151,1170,14,中财期货  ,2666,140,
15,国信期货  ,2628,1162,15,道通期货  ,3081,1,15,华泰期货  ,2396,-132,
16,一德期货  ,2346,2248,16,国泰君安  ,3024,621,16,上海中期  ,2061,77,
17,中大期货  ,2178,313,17,海通期货  ,2917,-120,17,广发期货  ,2022,-16,
18,国联期货  ,2139,1968,18,招商期货  ,2897,-349,18,招金期货  ,1999,-76,
19,鲁证期货  ,2108,968,19,光大期货  ,2857,-604,19,大有期货  ,1986,3,
20,国贸期货  ,1949,1135,20,东海期货  ,2772,99,20,国富期货  ,1983,-296,
合计,,94352,27584,合计,,94719,-354,合计,,121064,-4775,
商品名称 ：热轧卷板            2020-03-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,680560,216442,期货公司  ,383376,1711,期货公司  ,379376,4861,
非期货公司,15150,12300,非期货公司,6000,6000,非期货公司,10000,2850,
合约代码 ：hc2003                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,,,,1,国投安信  ,60,0,1,东证期货  ,150,0,
2,,,,2,华闻期货  ,60,0,2,,,,
3,,,,3,国金期货  ,30,0,3,,,,
合计,,,,合计,,150,0,合计,,150,0,
合约代码 ：hc2005                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,97888,25555,1,永安期货  ,23334,-3679,1,永安期货  ,13559,1402,
2,东证期货  ,48443,17332,2,中信期货  ,21948,83,2,中信期货  ,12771,526,
3,中信期货  ,29771,7937,3,银河期货  ,17854,-3348,3,国泰君安  ,12306,-1131,
4,国信期货  ,18540,3208,4,瑞达期货  ,14304,-2492,4,东证期货  ,12227,-1259,
5,国投安信  ,17686,5830,5,国泰君安  ,9958,611,5,一德期货  ,12021,-792,
6,永安期货  ,13957,1639,6,方正中期  ,9715,710,6,弘业期货  ,10156,57,
7,华泰期货  ,13856,7823,7,海通期货  ,9692,2220,7,方正中期  ,10066,374,
8,光大期货  ,13124,6215,8,国投安信  ,9086,299,8,东海期货  ,8707,57,
9,国富期货  ,12275,3667,9,浙商期货  ,7393,-1005,9,天风期货  ,8232,-17,
10,华闻期货  ,12156,4049,10,华泰期货  ,5944,767,10,宝城期货  ,7928,-2146,
11,银河期货  ,11132,4543,11,东证期货  ,5911,150,11,宏源期货  ,7196,2046,
12,方正中期  ,10328,4997,12,中大期货  ,4401,-1283,12,银河期货  ,6989,592,
13,国泰君安  ,10312,-537,13,鲁证期货  ,4352,-387,13,兴证期货  ,4995,636,
14,鲁证期货  ,8079,5358,14,国贸期货  ,4010,-82,14,中信建投  ,4860,634,
15,兴证期货  ,7874,4381,15,国金期货  ,3691,34,15,浙商期货  ,4657,-571,
16,东海期货  ,7524,5661,16,兴证期货  ,3564,1184,16,华泰期货  ,4442,873,
17,五矿经易  ,6689,760,17,中银国际  ,3478,2,17,五矿经易  ,4391,75,
18,先锋期货  ,6443,5694,18,光大期货  ,3473,-51,18,光大期货  ,4300,-791,
19,中财期货  ,6204,326,19,摩根大通  ,3377,373,19,海通期货  ,4275,1174,
20,徽商期货  ,5777,684,20,一德期货  ,3145,-166,20,中辉期货  ,4128,-1016,
合计,,358058,115122,合计,,168630,-6060,合计,,158206,723,
合约代码 ：hc2010                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,28863,9508,1,中信期货  ,11753,670,1,东证期货  ,14303,1529,
2,东证期货  ,16350,8188,2,永安期货  ,9015,109,2,银河期货  ,12342,5615,
3,华闻期货  ,9815,2508,3,瑞达期货  ,8655,518,3,永安期货  ,10523,-381,
4,中信期货  ,8357,4539,4,弘业期货  ,8274,17,4,国泰君安  ,9571,-504,
5,银河期货  ,6383,5708,5,方正中期  ,5789,99,5,中信期货  ,8535,2635,
6,国投安信  ,4901,1994,6,鲁证期货  ,5038,2746,6,国贸期货  ,8345,-419,
7,弘业期货  ,4447,3677,7,国贸期货  ,4829,298,7,鲁证期货  ,5603,-341,
8,鲁证期货  ,4355,2741,8,海通期货  ,4791,1825,8,一德期货  ,4581,469,
9,国富期货  ,3835,1005,9,银河期货  ,4362,6,9,上海大陆  ,3402,-3,
10,国泰君安  ,3736,1856,10,国泰君安  ,4019,-368,10,海通期货  ,3196,872,
11,南华期货  ,3548,1771,11,中辉期货  ,3999,-132,11,申万期货  ,3183,-718,
12,光大期货  ,3040,1593,12,五矿经易  ,3829,81,12,南华期货  ,2698,-22,
13,永安期货  ,2852,-232,13,华鑫期货  ,3622,559,13,华闻期货  ,2402,-2696,
14,格林大华  ,2654,2542,14,国投安信  ,3039,173,14,兴业期货  ,2400,-170,
15,中信建投  ,2613,2267,15,东证期货  ,2725,-499,15,中信建投  ,2150,2067,
16,方正中期  ,2591,1538,16,国元期货  ,2376,33,16,格林大华  ,2059,2057,
17,国信期货  ,2445,458,17,国金期货  ,2221,241,17,中大期货  ,1949,-447,
18,华泰期货  ,2372,888,18,广发期货  ,1944,894,18,华泰期货  ,1762,349,
19,申万期货  ,2100,580,19,中银国际  ,1766,4,19,迈科期货  ,1577,217,
20,五矿经易  ,1909,234,20,东海期货  ,1569,1515,20,宝城期货  ,1575,-6,
合计,,117166,53363,合计,,93615,8789,合计,,102156,10103,
商品名称 ：不锈钢              2020-03-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,60700,14398,期货公司  ,85657,-75,期货公司  ,85657,-75,
非期货公司,0,0,非期货公司,0,0,非期货公司,0,0,
合约代码 ：ss2003                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,,,,1,国投安信  ,24,0,1,国贸期货  ,12,0,
2,,,,2,,,,2,华闻期货  ,12,0,
合计,,,,合计,,24,0,合计,,24,0,
合约代码 ：ss2006                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,国富期货  ,3606,1374,1,华泰期货  ,5517,-2,1,华泰期货  ,6806,60,
2,海通期货  ,3530,754,2,国投安信  ,4523,16,2,国投安信  ,6342,-850,
3,东吴期货  ,2778,1232,3,国泰君安  ,4152,-101,3,浙商期货  ,4029,129,
4,中信期货  ,2691,216,4,浙商期货  ,3660,-18,4,金石期货  ,3293,-36,
5,华泰期货  ,2340,753,5,申万期货  ,3468,143,5,南华期货  ,3292,20,
6,东证期货  ,2105,631,6,瑞达期货  ,3080,30,6,中信期货  ,3188,-217,
7,平安期货  ,2030,732,7,南华期货  ,3069,4,7,东证期货  ,3021,-43,
8,国泰君安  ,1730,551,8,银河期货  ,2670,-269,8,瑞达期货  ,2963,29,
9,浙商期货  ,1567,779,9,中信期货  ,2502,-158,9,国泰君安  ,2943,229,
10,国投安信  ,1562,678,10,东证期货  ,2461,230,10,申万期货  ,2660,80,
11,永安期货  ,1359,514,11,方正中期  ,2284,-20,11,银河期货  ,2164,25,
12,南华期货  ,1358,533,12,长江期货  ,2067,-165,12,方正中期  ,2013,-7,
13,银河期货  ,1186,474,13,海通期货  ,1944,-42,13,长江期货  ,1961,-230,
14,金石期货  ,1173,556,14,国海良时  ,1893,-26,14,海通期货  ,1834,-8,
15,申万期货  ,1155,479,15,新湖期货  ,1641,0,15,国海良时  ,1807,1,
16,国联期货  ,1146,525,16,永安期货  ,1499,-6,16,新湖期货  ,1570,9,
17,国海良时  ,1131,416,17,广发期货  ,765,-141,17,永安期货  ,1146,-197,
18,方正中期  ,667,310,18,平安期货  ,642,-557,18,国联期货  ,979,87,
19,广发期货  ,644,-51,19,金石期货  ,510,-29,19,光大期货  ,273,-11,
20,长江期货  ,585,-2,20,国贸期货  ,458,-1,20,信达期货  ,188,39,
合计,,34343,11454,合计,,48805,-1112,合计,,52472,-891,
商品名称 ：燃料油              2020-03-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,7368498,-346792,期货公司  ,859347,-3479,期货公司  ,858737,-3649,
非期货公司,410,350,非期货公司,0,0,非期货公司,610,170,
合约代码 ：fu2004                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,天富期货  ,1417,146,1,渤海期货  ,1270,-265,1,海通期货  ,2703,-599,
2,中信期货  ,958,294,2,国泰君安  ,825,-10,2,银河期货  ,1989,41,
3,海通期货  ,839,26,3,永安期货  ,505,5,3,新湖期货  ,424,421,
4,华安期货  ,664,-151,4,广发期货  ,455,-7,4,中银国际  ,204,0,
5,新湖期货  ,521,240,5,中信期货  ,443,42,5,永安期货  ,170,59,
6,瑞达期货  ,426,114,6,中财期货  ,360,39,6,华闻期货  ,70,0,
7,西部期货  ,331,100,7,华泰期货  ,339,-62,7,中信期货  ,43,20,
8,宝城期货  ,313,123,8,华安期货  ,318,0,8,中粮期货  ,37,0,
9,渤海期货  ,265,-1272,9,浙商期货  ,214,55,9,宏源期货  ,35,-46,
10,宏源期货  ,242,99,10,新湖期货  ,173,90,10,申万期货  ,28,0,
11,上海中期  ,217,157,11,方正中期  ,148,48,11,浙商期货  ,14,-6,
12,方正中期  ,186,105,12,瑞达期货  ,91,-3,12,徽商期货  ,14,12,
13,国泰君安  ,174,-137,13,中融汇信  ,75,-40,13,中融汇信  ,13,0,
14,平安期货  ,120,0,14,国投安信  ,61,4,14,天富期货  ,12,-1,
15,国元期货  ,103,28,15,美尔雅    ,57,-3,15,西部期货  ,9,2,
16,华泰期货  ,98,-323,16,申万期货  ,51,0,16,东证期货  ,8,0,
17,徽商期货  ,88,-508,17,国海良时  ,44,0,17,国信期货  ,8,8,
18,光大期货  ,83,-13,18,宏源期货  ,43,28,18,兴证期货  ,8,0,
19,国信期货  ,74,16,19,华闻期货  ,38,-11,19,国泰君安  ,6,4,
20,浙商期货  ,73,-53,20,中银国际  ,36,1,20,光大期货  ,6,-27,
合计,,7192,-1009,合计,,5546,-89,合计,,5801,-112,
合约代码 ：fu2005                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,492774,-542439,1,徽商期货  ,12950,484,1,银河期货  ,37141,-1787,
2,海通期货  ,432929,176606,2,方正中期  ,12452,-499,2,永安期货  ,24999,-4722,
3,中信期货  ,372822,90045,3,南华期货  ,11627,1284,3,中信期货  ,24722,-6182,
4,方正中期  ,249751,60639,4,中信期货  ,10972,-1154,4,国投安信  ,15129,-1106,
5,徽商期货  ,239628,43414,5,东方财富  ,10524,-338,5,中银国际  ,15111,-350,
6,东证期货  ,221017,53156,6,国泰君安  ,9869,1204,6,海通期货  ,13407,3122,
7,光大期货  ,176956,-12340,7,华泰期货  ,8394,-864,7,新湖期货  ,11086,4863,
8,国富期货  ,161695,-8023,8,永安期货  ,8376,-1520,8,方正中期  ,10636,-2456,
9,中信建投  ,150290,49279,9,广发期货  ,7908,-744,9,东证期货  ,9765,-308,
10,申万期货  ,140251,-26428,10,申万期货  ,7716,1348,10,南华期货  ,8870,-899,
11,西部期货  ,132808,-56245,11,中信建投  ,7556,-1446,11,国泰君安  ,7550,-1068,
12,国泰君安  ,132658,18560,12,银河期货  ,7288,-2064,12,华泰期货  ,7531,-134,
13,新湖期货  ,130043,109173,13,东证期货  ,7122,-509,13,申万期货  ,6181,53,
14,银河期货  ,127159,-111519,14,华安期货  ,7007,-179,14,鲁证期货  ,6135,-506,
15,国投安信  ,125325,17586,15,浙商期货  ,6963,1150,15,中信建投  ,5891,-498,
16,东方财富  ,118010,27294,16,平安期货  ,6680,475,16,广发期货  ,5846,-554,
17,华闻期货  ,114367,33713,17,国投安信  ,6049,651,17,兴业期货  ,5608,2870,
18,华安期货  ,99651,3038,18,鲁证期货  ,5960,-250,18,国富期货  ,5244,-16,
19,兴证期货  ,95468,-60221,19,海通期货  ,5780,-2623,19,迈科期货  ,4840,-117,
20,安粮期货  ,81899,33522,20,建信期货  ,5547,1041,20,天风期货  ,4698,-465,
合计,,3795501,-101190,合计,,166740,-4553,合计,,230390,-10260,
合约代码 ：fu2006                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,30926,-15605,1,华泰期货  ,13036,-571,1,国投安信  ,16651,-13,
2,中信期货  ,13911,3491,2,国投安信  ,8704,108,2,银河期货  ,15419,-946,
3,东亚期货  ,13015,1650,3,国信期货  ,8105,331,3,华泰期货  ,13218,-1323,
4,海通期货  ,12126,3037,4,南华期货  ,7574,2005,4,宝城期货  ,8035,673,
5,国信期货  ,10576,-749,5,宝城期货  ,7540,701,5,中信期货  ,7994,-678,
6,南华期货  ,9368,1150,6,国泰君安  ,7234,300,6,国信期货  ,7376,-231,
7,东证期货  ,8225,2162,7,上海中期  ,4524,126,7,中银国际  ,7177,2,
8,国富期货  ,7442,814,8,银河期货  ,2859,-96,8,国泰君安  ,6700,961,
9,天富期货  ,6942,-3808,9,方正中期  ,2649,-233,9,海通期货  ,4417,638,
10,国泰君安  ,6197,204,10,东亚期货  ,2579,-581,10,上海中期  ,4027,-120,
11,华安期货  ,5633,-254,11,中粮期货  ,2259,-61,11,永安期货  ,3087,-90,
12,华闻期货  ,5555,1263,12,中信期货  ,2227,357,12,中金期货  ,2033,26,
13,银河期货  ,5470,-930,13,海通期货  ,2030,296,13,申万期货  ,1994,1917,
14,宝城期货  ,5060,-433,14,倍特期货  ,1638,6,14,瑞达期货  ,809,-298,
15,迈科期货  ,5060,802,15,永安期货  ,1496,-889,15,东亚期货  ,728,514,
16,东方财富  ,4625,-538,16,建信期货  ,1470,484,16,国贸期货  ,536,-27,
17,国投安信  ,4387,-927,17,兴证期货  ,1398,541,17,东证期货  ,522,129,
18,徽商期货  ,3882,-46,18,东方财富  ,1366,44,18,中粮期货  ,450,-5,
19,西部期货  ,2990,412,19,国富期货  ,1340,23,19,迈科期货  ,352,210,
20,方正中期  ,2949,-1423,20,迈科期货  ,1201,-6,20,兴证期货  ,239,0,
合计,,164339,-9728,合计,,81229,2885,合计,,101764,1339,
合约代码 ：fu2007                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,22353,341,1,华泰期货  ,12373,-114,1,华泰期货  ,12254,49,
2,中信期货  ,8752,3426,2,宝城期货  ,7642,153,2,国投安信  ,7900,-2,
3,东亚期货  ,6988,792,3,国投安信  ,7547,-3,3,国信期货  ,7649,298,
4,海通期货  ,5750,621,4,上海中期  ,7439,-115,4,宝城期货  ,7498,146,
5,南华期货  ,5425,1510,5,国信期货  ,7435,15,5,上海中期  ,7424,11,
6,东证期货  ,4562,1636,6,国泰君安  ,5170,765,6,国泰君安  ,5621,665,
7,国富期货  ,4508,744,7,海通期货  ,5146,5,7,海通期货  ,5055,11,
8,宝城期货  ,4441,893,8,东亚期货  ,3559,1742,8,银河期货  ,4117,53,
9,华闻期货  ,4316,101,9,银河期货  ,2078,-535,9,中银国际  ,3802,0,
10,国信期货  ,4181,913,10,大越期货  ,1527,1495,10,中信期货  ,3486,-36,
11,国泰君安  ,3970,984,11,中粮期货  ,1044,-7,11,五矿经易  ,910,908,
12,大越期货  ,3932,3384,12,方正中期  ,675,177,12,东亚期货  ,786,-148,
13,迈科期货  ,3238,631,13,中信期货  ,555,24,13,永安期货  ,519,-97,
14,银河期货  ,2902,1687,14,迈科期货  ,539,-1,14,新湖期货  ,514,508,
15,国投安信  ,2537,-112,15,东方财富  ,510,-1,15,迈科期货  ,502,-1,
16,天富期货  ,1645,1145,16,浙商期货  ,508,43,16,国贸期货  ,316,314,
17,西部期货  ,1629,287,17,弘业期货  ,367,-3,17,中粮期货  ,304,1,
18,上海中期  ,1498,54,18,中信建投  ,327,-2,18,东证期货  ,266,126,
19,平安期货  ,1408,-461,19,长江期货  ,285,23,19,华闻期货  ,159,89,
