交易日	合约	会员类别	总成交量	比上交易日增减	总持买单量	比上交易日增减	总持卖单量	比上一交易日增减			
20200303	IH2006                        	19	上海东证	161	-292	国富期货	200	15	西部期货	149	66
20200303	IH2006                        	20	南华期货	159	-19	华西期货	188	-68	平安期货	147	42
交易日	合约	会员类别	总成交量	比上交易日增减	总持买单量	比上交易日增减	总持卖单量	比上一交易日增减			
20200303	T2003                         	期货公司	414	124	157	-53	157	-53			
20200303	T2003                         	非期货公司	0	0	0	0	0	0			
20200303	T2006                         	期货公司	99182	-17004	64395	-59	64395	-59			
20200303	T2006                         	非期货公司	0	0	0	0	0	0			
交易日	合约	排名	成交量排名			持买单量排名			持卖单量排名		
			会员简称	成交量	比上一交易日增减	会员简称	持买单量	比上一交易日增减	会员简称	持卖单量	比上一交易日增减
20200303	T2003                         	1	国金期货	81	-7	华安期货	140	-40	第一创业	83	-52
20200303	T2003                         	2	华泰期货	70	60	南华期货	8	0	国金期货	44	-1
20200303	T2003                         	3	上海东证	63	35	中信期货	5	0	格林大华	30	0
20200303	T2003                         	4	中信期货	56	10	上海东证	4	-13	南华期货	0	0
20200303	T2003                         	5	第一创业	52	35	永安期货	0	0	永安期货	0	0
20200303	T2003                         	6	华安期货	40	31	华泰期货	0	0	华泰期货	0	0
20200303	T2003                         	7	天风期货	32	32	格林大华	0	0	中信期货	0	0
20200303	T2003                         	8	永安期货	20	20	国金期货	0	0	华安期货	0	0
20200303	T2003                         	9	南华期货	0	0	天风期货	0	0	上海东证	0	0
20200303	T2003                         	10	格林大华	0	0	第一创业	0	0	天风期货	0	0
20200303	T2006                         	1	上海东证	14631	-2742	中信期货	11427	-280	永安期货	6269	74
20200303	T2006                         	2	中信期货	9436	-932	华泰期货	4143	212	中信期货	6220	-138
20200303	T2006                         	3	国泰君安	7217	-2817	国投安信	4093	-99	国泰君安	4925	-199
20200303	T2006                         	4	国金期货	5941	199	上海东证	4035	502	银河期货	4454	154
20200303	T2006                         	5	申银万国	5277	2610	国泰君安	3149	84	海通期货	3298	-45
20200303	T2006                         	6	国投安信	4470	743	天风期货	2718	132	上海东证	2908	79
20200303	T2006                         	7	方正中期	3645	88	永安期货	2284	-61	国金期货	2789	164
20200303	T2006                         	8	华泰期货	3587	-1573	渤海期货	2050	-8	华泰期货	2737	-71
20200303	T2006                         	9	海通期货	3483	-475	宏源期货	1962	72	天风期货	2337	1
20200303	T2006                         	10	银河期货	2900	-741	海通期货	1952	50	国投安信	2112	443
20200303	T2006                         	11	格林大华	2847	398	广发期货	1568	80	乾坤期货	1718	0
20200303	T2006                         	12	天风期货	2445	-1162	宝城期货	1556	174	和融期货	1689	150
20200303	T2006                         	13	东海期货	2189	-309	方正中期	1299	-245	宏源期货	1510	-16
20200303	T2006                         	14	鲁证期货	1428	-738	鲁证期货	1246	18	华西期货	1486	-82
20200303	T2006                         	15	国信期货	1360	110	中融汇信	1237	47	中信建投	1342	-322
20200303	T2006                         	16	华鑫期货	1313	102	国信期货	1077	25	鲁证期货	1330	554
20200303	T2006                         	17	平安期货	1235	140	银河期货	1026	-222	平安期货	1260	299
20200303	T2006                         	18	中国国际	1167	-400	新湖期货	957	4	格林大华	1166	-521
20200303	T2006                         	19	华安期货	1156	117	中金期货	921	6	宝城期货	1149	-12
20200303	T2006                         	20	金瑞期货	986	-566	长江期货	873	43	东海期货	1143	37
